CODE_ISIN;PLACE_DE_COTATION;CATEGORIE;ORGANISME;PRODUIT;STOCK;DATE_COURS;VALEUR_LIQUIDATIVE;CONTRE_VALEUR_EN_EUROS
FR0010923383;PARIS;OPC;H20;S677;23.79;31/12/2019;395.78;9413.77
LU1829348447;PARIS;OPC;CQUAMF;S679;3662.94;31/12/2019;14.25;52196.87
FR0011606268;PARIS;OPC;ODDO A;S679;178.31;31/12/2019;192.84;34384.83
FR0010321802;PARIS;OPC;ECHIQ;S777;135.45;31/12/2019;1827.05;247468.24
LU1103303167;PARIS;OPC;EDROAS;S777;508.62;31/12/2019;231.8;117898.07
FR0007050190;PARIS;OPC;DNCA;S777;576.02;31/12/2019;118.77;68413.62
FR0010434019;PARIS;OPC;ECHIQ;S777;21.76;31/12/2019;877.75;19095.73
LU0366534344;PARIS;OPC;PICTFU;U560;76.56;31/12/2019;230.37;17637.93
FR0007076930;PARIS;OPC;DNCA;U560;319.26;31/12/2019;361.56;115430.74
LU0227384020;PARIS;OPC;NORIF;U560;14625.47;31/12/2019;17.1;250095.51
FR0011176338;PARIS;OPC;LAFAM;U560;41.97;31/12/2019;1106.15;46427.61
FR0010588343;PARIS;OPC;EDRAM;U560;108.05;31/12/2019;364.84;39419.44
FR0010547059;PARIS;OPC;TOCQU;U560;44.3;31/12/2019;71.06;3147.61
LU0336084032;PARIS;OPC;CARM;U569;15.45;31/12/2019;1192.12;18418.67
FR0010011171;PARIS;OPC;AXAIMP;U570;929.12;31/12/2019;42.38;39376.23
FR0011845650;PARIS;OPC;TAILOR;U570;1369.79;31/12/2019;120.27;164744.77
FR0010923375;PARIS;OPC;H20;U570;757.41;31/12/2019;523.99;396876.6
FR0007082060;PARIS;OPC;UBSLMG;U570;2.88;31/12/2019;143.84;414.74
LU1261432659;PARIS;OPC;FILISA;U570;2809.43;31/12/2019;13.88;38994.9
FR0010983924;PARIS;OPC;EDRAM;U570;140.07;31/12/2019;171.86;24072.65
LU0433182689;PARIS;OPC;AMUNLU;U570;94.69;31/12/2019;141.11;13361.5
LU0279460975;PARIS;OPC;SCHRO;U570;61.59;31/12/2019;10.25;631.3
FR0010321828;PARIS;OPC;ECHIQ;U571;116.69;31/12/2019;293.85;34290.67
FR0000172041;PARIS;OPC;AXAIMP;U571;150.81;31/12/2019;614.89;92730.93
FR0010657122;PARIS;OPC;MANDAR;U571;12.02;31/12/2019;1278.82;15365.06
LU0171306680;PARIS;OPC;BLACK;U571;302.94;31/12/2019;27.01;8182.44
FR0010557967;PARIS;OPC;DORVAL;U571;38.29;31/12/2019;139.48;5340.91
FR0011212547;PARIS;OPC;ROTCIE;U571;0.59;31/12/2019;332.71;194.88
FRRIVOLAVPAT;PARIS;SCP;AMUIMM;U573;26.76;31/12/2019;260.64;6974.83
FR0010321802;PARIS;OPC;ECHIQ;U579;34.76;31/12/2019;1827.05;63514.09
IE0004852103;PARIS;OPC;BARIFM;U579;42.23;31/12/2019;86.25;3642.28
FR0011530948;PARIS;OPC;TIKEHA;U579;5.83;31/12/2019;662.98;3863.65
FR0010546903;PARIS;OPC;TOCQU;C295;3667.71;31/12/2019;55.32;202897.79
LU0218129350;PARIS;OPC;BNPPAM;C295;0;17/10/2019;102.77;0
FR0010547869;PARIS;OPC;AMIRAL;C639;699.35;31/12/2019;191.35;133820.68
LU0235308482;PARIS;OPC;ALKEN;C639;151.5;31/12/2019;249.27;37764.74
FR0010923375;PARIS;OPC;H20;C639;8571.66;31/12/2019;523.99;4491464.53
FREPFONCIERE;PARIS;SCP;LAFREM;C639;561.93;31/12/2019;768.45;431812.01
FR0013359262;PARIS;EMT;SGISAD;C639;327.93;31/12/2019;1060;347603.42
FR0007035159;PARIS;OPC;PREVOI;C639;178.37;31/12/2019;365;65104.54
FR0013365111;PARIS;EMT;NATIST;C639;149.71;31/12/2019;1075;160940.47
FRSG000107T0;PARIS;EMT;SGISMC;C639;480.06;30/12/2019;992;476216.9
FR0013318136;PARIS;OPC;AMILTO;C639;4274.21;31/12/2019;102.97;440115.26
FR0010408849;PARIS;OPC;ACERFI;C639;219.12;31/12/2019;95.99;21033.55
LU0912262275;PARIS;OPC;SYQAP;C639;288.57;27/12/2019;1180.47;340654.03
FR0013322856;PARIS;EMT;MOSTPL;C639;1490.92;31/12/2019;1093.7;1630616.42
FR0010321828;PARIS;OPC;ECHIQ;C639;610.87;31/12/2019;293.85;179502.74
FR0010149112;PARIS;OPC;CARM;C639;267.2;31/12/2019;395.63;105710.75
FR0010135434;PARIS;OPC;CMAM;C639;11.44;31/12/2019;383.06;4383.95
FR0010983924;PARIS;OPC;EDRAM;C639;128.44;31/12/2019;171.86;22073.62
FR0013053220;PARIS;OPC;ERAGES;C639;1612.34;31/12/2019;97.41;157057.74
FR0013391216;PARIS;EMT;NATIIM;C639;50.49;31/12/2019;938.89;47401.68
FR0010508333;PARIS;OPC;OFI;C639;22.82;31/12/2019;233.3;5322.92
FR0013261807;PARIS;OPC;INOCAP;C639;212.94;31/12/2019;116.83;24878.16
LU1244893696;PARIS;OPC;EDROAS;C642;4151.97;31/12/2019;169.79;704963.71
LU0128470845;PARIS;OPC;PICTET;C642;968.96;31/12/2019;204.72;198364.76
FR0007050190;PARIS;OPC;DNCA;C642;7176.13;31/12/2019;118.77;852308.81
FR0010619882;PARIS;OPC;NATIIM;C642;1.65;31/12/2019;23135.9;38264.56
FR0010549360;PARIS;OPC;ATHYMI;C642;3113.55;31/12/2019;133.68;416219.29
LU0061175625;PARIS;OPC;FIDELI;C642;2894.1;31/12/2019;59.7;172777.9
LU1951204046;PARIS;OPC;NATIIM;C642;791.19;31/12/2019;116.83;92434.73
FR0013385234;PARIS;EMT;NATIXA;C642;92.61;31/12/2019;1048.68;97119.64
LU0171304552;PARIS;OPC;BLACK;C642;1423.01;31/12/2019;13.32;18954.47
FR0013463262;PARIS;EMT;BNPIBV;C642;60.98;31/12/2019;1000;60976.1
FR0012927523;PARIS;EMT;SGCIB;C642;430.31;31/12/2019;664.5;285943.58
LU1599120273;PARIS;OPC;AURIS;C642;2322.57;31/12/2019;120.88;280752.2
LU0244270301;PARIS;OPC;JPMORG;C642;1332.73;31/12/2019;14.31;19071.42
FR0007389002;PARIS;OPC;COFIGT;C642;196.51;31/12/2019;527.67;103693.33
LU0096450555;PARIS;OPC;OAM;C642;20.03;31/12/2019;458.16;9178.47
LU0167813129;PARIS;OPC;OAM;C642;92.44;31/12/2019;278.6;25753.83
LU0119124278;PARIS;OPC;FIDELI;C642;0.3;31/12/2019;52.91;15.63
FR0013393329;PARIS;OPC;H20;C676;3585.43;31/12/2019;131.69;472165.88
LU1670724373;PARIS;OPC;MGLUSA;C676;117141.16;31/12/2019;10.49;1228810.76
FR0010312660;PARIS;OPC;CARM;C676;947.83;31/12/2019;185.84;176145.65
FR0013393188;PARIS;OPC;H20;C676;0;31/12/2019;106.93;0
FR0010321802;PARIS;OPC;ECHIQ;C678;184.92;31/12/2019;1827.05;337857.17
FR0007048160;PARIS;OPC;BNPPAM;C678;6093.3;31/12/2019;138.19;842033.77
FR0011006865;PARIS;OPC;PINKCA;C678;3.14;31/12/2019;101.05;317.46
FR0010557967;PARIS;OPC;DORVAL;C678;12.35;31/12/2019;139.48;1722.06
FR0013258647;PARIS;OPF;LAFAM;C690;1982.99;31/12/2019;103.68;205596.24
FR0010921502;PARIS;OPC;FIDEAS;C690;50.01;31/12/2019;1418.93;70966.84
LU0772944145;PARIS;OPC;NORIF;C690;330.73;31/12/2019;179.53;59376.51
FR0010591123;PARIS;OPC;MONTB;C690;721.88;31/12/2019;9.31;6720.75
FR0000989899;PARIS;OPC;ODDO A;C690;7.45;31/12/2019;4103.02;30554.34
FR0012352524;PARIS;OPC;KERF;C690;394.46;31/12/2019;120.61;47576.03
XS1958462787;PARIS;EMT;GOLDSI;C690;9.88;31/12/2019;989.69;9777.39
FR0010592022;PARIS;OPC;ECOFI;C690;402.54;31/12/2019;95.52;38450.41
IE00BYVMHH83;PARIS;OPC;H20;C690;40.93;31/12/2019;101.88;4170.09
FR0010588343;PARIS;OPC;EDRAM;C690;38.85;31/12/2019;364.84;14173.06
FR0011169341;PARIS;OPC;SYCOMO;C690;128.55;31/12/2019;364.1;46803.62
LU1829219127;PARIS;ETF;LYXHTL;C690;59.09;31/12/2019;153.57;9074.45
FR0007046123;PARIS;OPC;FUNDQS;C778;7417.63;31/12/2019;219.73;1629876.38
FR0010983924;PARIS;OPC;EDRAM;C778;443.59;31/12/2019;171.86;76235.89
FR0010752543;PARIS;OPC;LAZAR;C778;189.68;31/12/2019;349.79;66349.28
LU1100076550;PARIS;OPC;ROUASS;C778;9235.28;31/12/2019;147.04;1357955.33
FR0007078589;PARIS;OPC;SYCOMO;C778;4228.71;31/12/2019;137.88;583054.48
LU1829218749;PARIS;ETF;LYXOR;C778;776.45;31/12/2019;15.76;12236.83
LU0061928585;PARIS;OPC;OKOLS;F656;759.11;31/12/2019;197.86;150196.63
LU0347712357;PARIS;OPC;BNPPIP;F656;0.8;31/12/2019;222.52;177.22
LU0086913042;PARIS;OPC;BNPPIP;F758;22.28;31/12/2019;151.12;3366.55
LU1670710075;PARIS;OPC;MGI;F759;734.31;31/12/2019;10.93;8026.06
FR0010321802;PARIS;OPC;ECHIQ;P644;1.42;31/12/2019;1827.05;2601.94
LU1829348520;PARIS;OPC;CQUAMF;P644;21659.24;31/12/2019;13.25;286984.88
FR0010565366;PARIS;OPC;CPRASM;P644;0.7;31/12/2019;641.59;449.35
FR0007045901;PARIS;OPC;FUNDQS;S296;3244.56;31/12/2019;236.6;767663.02
FR0010983924;PARIS;OPC;EDRAM;S645;113.95;31/12/2019;171.86;19582.6
FR0000284689;PARIS;OPC;COMGES;S645;173.91;31/12/2019;2274.03;395484.76
LU0853555380;PARIS;OPC;JAMISA;S645;21533.21;31/12/2019;12.04;259259.84
LU0104884860;PARIS;OPC;PICTFU;S645;307.45;31/12/2019;368.34;113246.85
LU0303816887;PARIS;OPC;FIDELI;S645;149.75;31/12/2019;17.92;2683.45
FR0010321810;PARIS;OPC;ECHIQ;S675;55.41;31/12/2019;413.08;22889.93
LU1829348447;PARIS;OPC;CQUAMF;S675;536.17;31/12/2019;14.25;7640.41
FR0007051040;PARIS;OPC;DNCA;S675;505.61;31/12/2019;387.49;195917.66
LU1240329380;PARIS;OPC;INV MA;S675;118.4;31/12/2019;71.13;8421.88
FR0010097667;PARIS;OPC;CPRASM;S675;15.56;31/12/2019;331.42;5156.25
FR0010149203;PARIS;OPC;CARM;S677;29.62;31/12/2019;188.73;5589.68
FR0010148999;PARIS;OPC;CARM;S677;30.02;31/12/2019;234.63;7044.42
FR0010135103;PARIS;OPC;CARM;S679;11.75;31/12/2019;637.19;7484.33
FR0010547869;PARIS;OPC;AMIRAL;S679;95.46;31/12/2019;191.35;18266.34
FR0007494786;PARIS;OPC;GENERA;S777;35.37;31/12/2019;4228.36;149539.15
FR0007012919;PARIS;OPC;CQUAMF;S777;4.62;31/12/2019;269.51;1243.86
FR0010611293;PARIS;OPC;ECHIQ;S777;17.32;31/12/2019;1626.86;28182.8
FR0010097683;PARIS;OPC;CPRASM;U560;370.63;31/12/2019;474.11;175720.15
FR0010149179;PARIS;OPC;CARM;U560;191.96;31/12/2019;368.02;70645.42
FR0000979221;PARIS;OPC;PASTEL;U560;10.32;31/12/2019;2274.07;23474.89
FR0000989410;PARIS;OPC;RICHEL;U570;145.83;31/12/2019;174.84;25496.27
FR0010177998;PARIS;OPC;EDRAM;U570;65.81;31/12/2019;457.55;30112.42
FR0010859769;BOURSE DE PARIS;OPC;ECHIQ;U570;1125.32;31/12/2019;286.47;322371.43
LU0080749848;PARIS;OPC;FILFU;U570;4505.48;31/12/2019;12.76;57489.87
LU1100077442;PARIS;OPC;ROUASS;U570;69.27;31/12/2019;58.89;4079.03
FR0000170391;PARIS;OPC;AXAIM;U570;288.22;31/12/2019;119.31;34387.41
FR0010149112;PARIS;OPC;CARM;U570;30.02;31/12/2019;395.63;11878.79
LU0122613572;LUXEMBOURG;OPC;FRANKT;U570;334.15;31/12/2019;17.82;5954.56
LU0907913460;PARIS;OPC;AMUNLU;U570;29.95;31/12/2019;730.04;21866.01
FR0010083634;PARIS;OPC;DOMFIN;U570;0.64;31/12/2019;1986.79;1270.01
LU1103293855;PARIS;OPC;EDROAS;U570;0.14;31/12/2019;185.12;26.06
FR0007076930;PARIS;OPC;DNCA;U571;83.8;31/12/2019;361.56;30298.33
FR0010554303;PARIS;OPC;MANDAR;U571;35.99;31/12/2019;506.12;18214.14
LU1670719613;PARIS;OPC;MGLUSA;U571;660.7;31/12/2019;14.51;9586.72
LU1103303167;PARIS;OPC;EDROAS;U571;135.68;31/12/2019;231.8;31450.78
LU1103293855;PARIS;OPC;EDROAS;U571;4.06;31/12/2019;185.12;751.96
LU1103207525;PARIS;OPC;EDROAS;U579;11.86;31/12/2019;558.23;6618.87
XS1153372542;PARIS;EMT;BNPCIB;U579;288;31/12/2019;1230.3;354324.81
FR0010116343;PARIS;OPC;BNPPAM;C295;33.73;31/12/2019;231.94;7822.23
FR0010148981;PARIS;OPC;CARM;C295;389.78;31/12/2019;1291.67;503473.13
FR0007025523;PARIS;OPC;ROAME;C295;143.91;31/12/2019;30.37;4370.5
LU0823414635;PARIS;OPC;BNPPIP;C639;17.21;31/12/2019;468.57;8064.22
FR0012127389;PARIS;OPC;TIKEHA;C639;58.52;31/12/2019;744.94;43593.13
FR0000008674;PARIS;OPC;FIDELI;C639;2934.81;31/12/2019;59.84;175619.12
FR0011585520;PARIS;OPC;EIFFIG;C639;2453.66;31/12/2019;223.14;547509.3
LU1244893696;PARIS;OPC;EDROAS;C639;934.93;31/12/2019;169.79;158740.98
FR0007023692;PARIS;OPC;EDRAM;C639;33.51;31/12/2019;285.85;9578.9
LU0119124278;PARIS;OPC;FIDELI;C639;380.74;31/12/2019;52.91;20144.9
XS1767879536;PARIS;EMT;GOLDSI;C639;18.03;31/12/2019;954.86;17213.73
FR0000979221;PARIS;OPC;PASTEL;C639;4.98;31/12/2019;2274.07;11336.01
LU0309082799;PARIS;OPC;DNCA;C639;1043.46;31/12/2019;148.58;155036.58
FR0013426541;PARIS;EMT;MOSTPL;C639;40.95;31/12/2019;1045.9;42831.17
FR0011507193;PARIS;OPC;AMILTO;C639;22.5;31/12/2019;103.53;2329.68
LU0172157280;PARIS;OPC;BLACK;C639;172.12;31/12/2019;36.2;6230.69
LU0104885248;PARIS;OPC;PICTET;C642;6192.82;31/12/2019;324.71;2010870.02
FR0010996629;PARIS;OPC;SUNNNY;C642;6912.02;31/12/2019;131.73;910520.39
LU0823380802;PARIS;OPC;BNPPIP;C642;2597.03;31/12/2019;212.85;552777.42
FR0011271550;PARIS;OPC;KERF;C642;2058.5;31/12/2019;234.97;483684.79
LU1670631016;PARIS;OPC;MGI;C642;61433.92;31/12/2019;12.07;741507.37
FR0000400434;PARIS;OPC;ROTCIE;C642;2300.77;31/12/2019;183.09;421248.52
FR0007045901;PARIS;OPC;FUNDQS;C642;3838.2;31/12/2019;236.6;908119.01
LU0196696966;PARIS;OPC;HPBL;C642;6803.78;31/12/2019;21.71;147710.11
FR0011540558;PARIS;OPC;VIVINV;C642;232.22;31/12/2019;1194.91;277481.15
FR0010361667;PARIS;OPC;FLORN;C642;237.38;31/12/2019;143.62;34093.2
LU0326423224;PARIS;OPC;BLACK;C642;187.7;31/12/2019;4.75;891.6
FR0013293495;PARIS;OPC;EDROAS;C642;639.33;31/12/2019;99.57;63658.14
FR0010212670;PARIS;OPC;FINPLA;C642;66.61;31/12/2019;148.31;9879.54
LU1038895451;PARIS;OPC;FILLSA;C642;12593.66;31/12/2019;17.29;217744.41
FR0013193679;PARIS;OPF;ALTARO;C642;4874.01;31/12/2019;104.04;507091.58
FR0010177899;PARIS;OPC;ACOFI;C642;1339.72;31/12/2019;75.28;100854.19
LU0340559805;PARIS;OPC;PICTET;C642;298.76;31/12/2019;146.92;43894.45
FR0010043216;PARIS;OPC;HSBCAM;C642;16.01;31/12/2019;202.59;3242.56
FR0010320366;PARIS;OPC;LAZAR;C642;60.33;31/12/2019;738.09;44529.43
LU0140362707;PARIS;OPC;FRANKT;C642;3.98;31/12/2019;80.14;318.98
FR0013186319;PARIS;OPC;PORGES;C642;34.52;31/12/2019;108.41;3742.25
FR0013309226;PARIS;OPC;DAUPAM;C642;192.65;31/12/2019;108.7;20941.2
FR0010097667;PARIS;OPC;CPRASM;C676;2290.91;31/12/2019;331.42;759253.68
LU0309082799;PARIS;OPC;DNCA;C676;263.3;31/12/2019;148.58;39121.14
IE00BYNJF397;PARIS;OPC;H2OAML;C676;696.71;31/12/2019;95.33;66417.28
LU1160356009;PARIS;OPC;EDROAS;C676;70.98;31/12/2019;1132.09;80361.02
LU0212178916;PARIS;OPC;BNPAML;C676;173.72;31/12/2019;255.14;44323.84
FR0010537423;PARIS;OPC;ROTCIE;C678;737.58;31/12/2019;158.6;116980.98
LU0069452877;PARIS;OPC;FIDELI;C678;6144.72;31/12/2019;9.14;56162.79
LU0216736503;PARIS;OPC;AXAFUN;C678;21.26;31/12/2019;238.09;5062.02
IE0000838304;PARIS;OPC;BARIFM;C678;560.04;31/12/2019;38.68;21662.48
LU1103293855;PARIS;OPC;EDROAS;C678;0.74;31/12/2019;185.12;137.73
FR0011640887;PARIS;OPC;ERAGES;C678;15.42;31/12/2019;191.78;2956.86
FR0000945503;PARIS;OPC;ALGIGM;C690;1128.36;31/12/2019;91.2;102906.36
LU1071462615;PARIS;OPC;PIASMA;C690;630.25;31/12/2019;126.32;79612.85
FR0011540558;PARIS;OPC;VIVINV;C690;29.68;31/12/2019;1194.91;35467.83
FRRIVOLAVPAT;PARIS;SCP;AMUIMM;C690;1844.2;31/12/2019;260.64;480672.76
FR0010097683;PARIS;OPC;CPRASM;C690;75.33;31/12/2019;474.11;35716.4
LU1892829828;PARIS;OPC;FIDELI;C690;886.57;31/12/2019;12.29;10895.91
FR0010156604;PARIS;OPC;AMUNDI;C778;1598.1;31/12/2019;248.1;396487.62
IE0007987690;PARIS;OPC;VANGUA;C778;19053.51;31/12/2019;22.34;425655.4
LU1670724373;PARIS;OPC;MGLUSA;F656;18328.13;31/12/2019;10.49;192262.12
LU0212178916;PARIS;OPC;BNPAML;F758;601.42;31/12/2019;255.14;153445.17
LU0823380802;PARIS;OPC;BNPPIP;F758;25.15;31/12/2019;212.85;5354.03
LU0347711466;PARIS;OPC;BNPPIP;F759;117.71;31/12/2019;222.67;26210.56
LU0823434237;PARIS;OPC;BNPPIP;F759;51.33;31/12/2019;365.59;18767.4
FR0000172041;PARIS;OPC;AXAIMP;F759;19.2;31/12/2019;614.89;11803.41
FR0000295230;PARIS;OPC;COMGES;P644;411.52;31/12/2019;181.69;74769.14
FR0010298596;PARIS;OPC;MONAM;P644;402.61;31/12/2019;292.93;117935.32
LU0164455502;PARIS;OPC;CARM;P644;19.83;31/12/2019;291.6;5783.27
LU0370787193;PARIS;OPC;FIDELI;P644;31.75;31/12/2019;33.06;1049.52
LU1240329380;PARIS;OPC;INV MA;S294;226.2;31/12/2019;71.13;16089.82
FR0007046123;PARIS;OPC;FUNDQS;S296;8511.75;31/12/2019;219.73;1870286.89
FR0000977555;PARIS;OPC;BNPPAM;S296;1429.99;31/12/2019;154.28;220618.22
LU0823399810;PARIS;OPC;BNPPIP;S296;3.04;31/12/2019;236.75;720.02
FR0010137166;PARIS;OPC;BNPPAM;S643;252.86;31/12/2019;246.16;62243.97
FR0010321802;PARIS;OPC;ECHIQ;S645;134.1;31/12/2019;1827.05;245002.44
FR0007076930;PARIS;OPC;DNCA;S645;144.71;31/12/2019;361.56;52322.36
LU1829334579;PARIS;OPC;TIKEHA;S645;1978.73;31/12/2019;10.62;21014.09
LU1829348520;PARIS;OPC;CQUAMF;S645;55911.98;31/12/2019;13.25;740833.8
LU1161527038;PARIS;OPC;EDROED;S645;195.71;31/12/2019;219.55;42967.69
LU0095938881;PARIS;OPC;JPMORG;S645;28.64;31/12/2019;184.66;5287.85
LU0131719634;PARIS;OPC;PICTET;S645;7.84;31/12/2019;383.95;3009.22
FR0010143545;PARIS;OPC;HSBCAM;S645;2.92;31/12/2019;862.2;2519.47
LU0434928536;PARIS;OPC;ROBL;S645;32.9;31/12/2019;432.91;14241.59
FR0010043216;PARIS;OPC;HSBCAM;S645;15.66;31/12/2019;202.59;3171.68
FR0000980427;PARIS;OPC;KERF;S675;7.47;31/12/2019;2042.41;15262.6
LU1670708335;PARIS;OPC;MGI;S675;294.88;31/12/2019;16.89;4980.5
LU0476876759;PARIS;OPC;ABSILS;S679;493.49;31/12/2019;13.18;6504.22
FR0013393188;PARIS;OPC;H20;S679;216.98;31/12/2019;106.93;23202.19
LU1303940784;PARIS;OPC;MANDAR;S679;10.42;31/12/2019;19.88;207.18
FR0010058008;PARIS;OPC;DNCA;S777;482.49;31/12/2019;244.34;117892.37
LU1159236501;PARIS;OPC;STATE;S777;11649.82;31/12/2019;13.19;153661.07
FR0010058529;PARIS;OPC;NATIIM;U560;24.61;31/12/2019;1239.15;30492.58
FR0013393329;PARIS;OPC;H20;U560;269.08;31/12/2019;131.69;35435.32
FR0010434019;PARIS;OPC;ECHIQ;U560;107.64;31/12/2019;877.75;94485.14
LU0229940001;PARIS;OPC;FRANKF;U560;659.34;31/12/2019;34.2;22549.28
FR0007390174;PARIS;OPC;CM-CIC;U560;459.69;31/12/2019;30.42;13983.77
LU0172157280;PARIS;OPC;BLACK;U570;226.59;31/12/2019;36.2;8202.66
FR0010117093;PARIS;OPC;SYCOMO;U570;4.75;31/12/2019;403.25;1913.59
FR0010376368;PARIS;OPC;SYCOMO;U570;13.04;31/12/2019;689.35;8991.92
FR0000972655;PARIS;OPC;AMUNDI;U571;42.72;31/12/2019;206.97;8842.01
LU0188151095;LUXEMBOURG;OPC;FRANKT;U571;7.04;31/12/2019;36.56;257.28
FR0010156604;PARIS;OPC;AMUNDI;U573;20.09;31/12/2019;248.1;4983.69
FR0011360700;PARIS;OPC;ECHIQ;U579;24.25;31/12/2019;171.28;4153.26
FR0000977555;PARIS;OPC;BNPPAM;C295;21934.01;31/12/2019;154.28;3383978.59
FR0010135103;PARIS;OPC;CARM;C295;1878.74;31/12/2019;637.19;1197116.46
LU0823413074;PARIS;OPC;BNPPIP;C295;379.55;31/12/2019;135.73;51516.76
FR0007050190;PARIS;OPC;DNCA;C295;2696.54;31/12/2019;118.77;320267.97
FR0000284689;PARIS;OPC;COMGES;C639;1187.35;31/12/2019;2274.03;2700070.21
LU0080749848;PARIS;OPC;FILFU;C639;52305.51;31/12/2019;12.76;667418.28
XS1210015514;PARIS;EMT;BNPCIB;C639;1494.31;31/12/2019;887.8;1326648.19
FR0010640029;PARIS;OPC;SANSO;C639;390.31;31/12/2019;138.69;54132.04
FR0010117093;PARIS;OPC;SYCOMO;C639;85.06;31/12/2019;403.25;34300.74
LU1160351208;PARIS;OPC;EDROAS;C639;679.79;31/12/2019;109.73;74593.8
FR0007045737;PARIS;OPC;RICHEL;C639;7.49;31/12/2019;226.68;1698.37
LU0090784017;PARIS;OPC;CHAH;C639;9.08;31/12/2019;982.53;8923
FR0000097495;PARIS;OPC;AVIVAI;C639;1632;31/12/2019;125.96;205566.63
FR0013455227;PARIS;EMT;DSINVE;C639;137.43;31/12/2019;1000;137429.65
LU1681038243;PARIS;ETF;AMUASS;C639;476.78;31/12/2019;85.79;40902.67
FR0007373469;PARIS;OPC;RICHEL;C639;3.26;31/12/2019;551.24;1799.55
FRSG00010H98;PARIS;EMT;SGINVB;C639;79.52;31/12/2019;992.4;78914.43
FR0013184041;PARIS;OPC;ECHIQ;C639;88.24;31/12/2019;96.25;8493.09
FR0013368859;PARIS;EMT;SGDSIS;C639;33.99;31/12/2019;1059.2;36007.47
FR0013433091;PARIS;EMT;SGISAD;C639;47.48;31/12/2019;1006.4;47785.42
FR0011288513;PARIS;OPC;SYCOMO;C639;128.14;31/12/2019;126.9;16260.84
LU1147470683;PARIS;OPC;FRKALT;C639;1022.93;31/12/2019;13.13;13431.1
FR0000974149;PARIS;OPC;ODDO A;C642;2449.4;31/12/2019;632.81;1550002.04
XS1901765765;PARIS;EMT;GOLDSI;C642;193.04;31/12/2019;987.45;190616.08
FR0000990095;PARIS;OPC;ODDO;C642;3065.28;31/12/2019;316.76;970957.88
FR0010668145;PARIS;OPC;BNPPAM;C642;2375.55;31/12/2019;439.21;1043365.75
FR0013371929;PARIS;EMT;NATIST;C642;1287.06;31/12/2019;1024.07;1318042.09
FR0013434511;PARIS;EMT;SGINVB;C642;280.34;31/12/2019;996.9;279467.74
FR0012352524;PARIS;OPC;KERF;C642;1985.27;31/12/2019;120.61;239443.06
FR0010753608;PARIS;OPC;MANDAR;C642;183.68;31/12/2019;656.18;120528.9
FR0010148999;PARIS;OPC;CARM;C642;1157.17;31/12/2019;234.63;271506.58
LU1160358633;PARIS;OPC;EDROAS;C642;387.5;31/12/2019;212.49;82339.9
XS1209158358;PARIS;EMT;BNPCIB;C642;483.06;31/12/2019;1073.4;518521.06
FRSG00010BI0;PARIS;EMT;SGINVB;C642;119;31/12/2019;1014.5;120722.9
LU0572586591;PARIS;OPC;ALKEN;C642;429.65;31/12/2019;127.57;54810.54
LU0823421689;PARIS;OPC;BNPPIP;C642;339.8;31/12/2019;1168.62;397095.5
FR0013401452;PARIS;EMT;SGINVB;C642;70.07;31/12/2019;1068.7;74883.43
FR0010035592;PARIS;OPC;ROAME;C642;2.72;31/12/2019;1988.01;5414.02
LU0390135415;PARIS;OPC;FRANKT;C642;366.51;31/12/2019;55.19;20227.83
FR0013322856;PARIS;EMT;MOSTPL;C642;656.88;31/12/2019;1093.7;718426.16
LU1303940784;PARIS;OPC;MANDAR;C642;4546.81;31/12/2019;19.88;90390.6
IE00B3NFBQ59;PARIS;OPC;HERMES;C642;6639.98;31/12/2019;4.68;31075.1
FR0010149203;PARIS;OPC;CARM;C642;2337.12;31/12/2019;188.73;441084.67
LU0212178916;PARIS;OPC;BNPAML;C642;755.03;31/12/2019;255.14;192638.95
LU0164853813;PARIS;OPC;HPBL;C642;1073.5;31/12/2019;15.3;16424.53
LU0090784017;PARIS;OPC;CHAH;C642;30.73;31/12/2019;982.53;30192.08
LU1530900684;PARIS;OPC;CPRASM;C642;337.8;31/12/2019;144.93;48957.58
FR0011288513;PARIS;OPC;SYCOMO;C642;950.37;31/12/2019;126.9;120602.15
LU0064319337;PARIS;OPC;NORIF;C642;283.33;31/12/2019;62.11;17597.71
FR0013378932;PARIS;EMT;SGINVB;C642;42.11;31/12/2019;1064.4;44822.46
FR0013333838;PARIS;OPC;DORVAL;C642;77.48;31/12/2019;100.96;7822.54
LU0251809090;PARIS;OPC;BNPPIP;C642;916.28;31/12/2019;42.55;38987.74
LU0747343910;PARIS;OPC;OAM;C642;35.48;31/12/2019;211.29;7497.33
FR0007026448;PARIS;OPC;BNPPAM;C676;5166.26;31/12/2019;290.23;1499402.59
FR0011510064;PARIS;OPC;SWLIGE;C678;1561.16;31/12/2019;114.12;178159.46
FR0010058008;PARIS;OPC;DNCA;C678;487.31;31/12/2019;244.34;119070.51
FR0011142199;PARIS;OPC;TURGOT;C678;59.64;31/12/2019;119.28;7114.11
FR0011037746;PARIS;OPC;BNPPAM;C690;905.23;31/12/2019;202.88;183653.44
FRMULTIMMOB2;PARIS;SCP;LAFAM;C690;512.59;31/12/2019;715.6;366812.77
FR0013403599;PARIS;SCI;ATREAM;C690;619.55;26/12/2019;99.11;61403.43
LU1437018838;PARIS;ETF;AMUASS;C690;105.37;31/12/2019;63.59;6700.41
FR0007052782;PARIS;ETF;LYXOR;C690;92.5;31/12/2019;58.44;5405.57
