CODE_ISIN;PLACE_DE_COTATION;CATEGORIE;ORGANISME;PRODUIT;STOCK;DATE_COURS;VALEUR_LIQUIDATIVE;CONTRE_VALEUR_EN_EUROS
FR0012219848;PARIS;OPC;VEINMA;C678;16.55;31/12/2019;113.52;1879.19
LU0309082799;PARIS;OPC;DNCA;C678;75;31/12/2019;148.58;11143.35
FR0000008997;PARIS;OPC;OFI;C690;5.55;31/12/2019;4356.04;24160.67
LU1670724373;PARIS;OPC;MGLUSA;C690;12391.07;31/12/2019;10.49;129982.37
FR0011008762;PARIS;OPC;H2OAML;C690;117.04;31/12/2019;325.88;38139.59
FR0010458745;PARIS;OPC;AMUNDI;C690;9.43;31/12/2019;166.48;1570.04
FR0013339520;PARIS;OPC;LAFAM;C690;1392.52;31/12/2019;1011.28;1408227.06
FR0011631035;PARIS;OPC;VARCP;C690;281.58;31/12/2019;181.6;51134.56
LU0119124864;PARIS;OPC;FILLSA;C690;143.75;31/12/2019;63.56;9136.86
LU0870553459;PARIS;OPC;DNCA;C690;20.14;31/12/2019;216.23;4355.07
LU0303816887;PARIS;OPC;FIDELI;C690;544.22;31/12/2019;17.92;9752.39
CH0012214059;PARIS;VIF;TITVIF;C690;684.23;30/12/2019;49.4;33800.75
FR0010363366;PARIS;OPC;SYCOMO;C690;50.6;31/12/2019;346.7;17541.91
LU1951204046;PARIS;OPC;NATIIM;C690;276.5;31/12/2019;116.83;32303.61
FR0010452037;PARIS;OPC;INVEST;C690;7.67;31/12/2019;1484.55;11383.88
XS1901765765;PARIS;EMT;GOLDSI;C690;0.98;31/12/2019;987.45;964.01
FR0010137166;PARIS;OPC;BNPPAM;C778;588.8;31/12/2019;246.16;144939.94
FR0011640986;PARIS;OPC;INOCAP;C778;2184.97;31/12/2019;179.84;392945.34
FR0010591149;PARIS;OPC;MONTB;C778;5646.87;31/12/2019;9.53;53814.68
LU0432616901;PARIS;OPC;INVESC;C778;3176.59;31/12/2019;16.45;52254.87
FR0000979221;PARIS;OPC;PASTEL;C778;5.52;31/12/2019;2274.07;12553.64
FR0000172041;PARIS;OPC;AXAIMP;F758;220.28;31/12/2019;614.89;135450.87
FR0010588343;PARIS;OPC;EDRAM;F758;45.35;31/12/2019;364.84;16544.29
LU0077335932;PARIS;OPC;FIDELI;F759;93.86;31/12/2019;55.09;5170.95
LU0110060430;PARIS;OPC;FIDELI;P644;778.27;31/12/2019;10.04;7813.86
FR0010135103;PARIS;OPC;CARM;S645;740.47;31/12/2019;637.19;471818.46
FR0010149179;PARIS;OPC;CARM;S645;42.66;31/12/2019;368.02;15699.21
QS0007504846;PARIS;SCI;PRIREI;S645;130.35;27/12/2019;264.18;34435.44
FR0010376020;PARIS;OPC;CPRASM;S675;10.59;31/12/2019;947.14;10033.76
FR0010546929;PARIS;OPC;TOCQU;S677;267.45;31/12/2019;24.19;6469.55
LU1160354210;PARIS;OPC;EDROAS;S679;13.2;31/12/2019;136.71;1803.96
FR0000284689;PARIS;OPC;COMGES;S679;9.57;31/12/2019;2274.03;21760.78
LU0171306680;PARIS;OPC;BLACK;S679;66.36;31/12/2019;27.01;1792.39
FR0010923359;PARIS;OPC;H20;S679;130.33;31/12/2019;147.91;19276.61
FR0011466093;PARIS;OPC;INOCAP;S679;75.33;31/12/2019;214.75;16177.9
LU0201575858;PARIS;OPC;AMUNDI;S777;100.57;31/12/2019;445.04;44756.96
FR0011640887;PARIS;OPC;ERAGES;U560;108.4;31/12/2019;191.78;20789.63
FR0000447807;PARIS;OPC;AXAIM;U560;946.6;31/12/2019;98.31;93060.56
FR0010172767;PARIS;OPC;EDRAM;U560;88.51;31/12/2019;376.53;33327.95
FR0010011171;PARIS;OPC;AXAIMP;U560;477.21;31/12/2019;42.38;20224.25
LU0069450822;PARIS;OPC;FIDELI;U560;1086.36;31/12/2019;9.91;10765.82
FR0010306142;PARIS;OPC;CARM;U569;1757.28;31/12/2019;156.97;275840.59
LU0935222900;PARIS;OPC;NATIIM;U570;504.42;31/12/2019;42.69;21533.56
LU0140363697;PARIS;OPC;FRANKF;U570;5210.28;31/12/2019;17.86;93055.6
FR0012316180;PARIS;OPC;DNCA;U570;207.04;31/12/2019;115.05;23819.52
FR0007027404;PARIS;OPC;ROAME;U570;1.13;31/12/2019;269.7;305.33
FR0010209916;PARIS;OPC;BNPPAM;U571;28.61;31/12/2019;23240.31;664842.01
FR0010097683;PARIS;OPC;CPRASM;U571;1.55;31/12/2019;474.11;734.52
AT0000740667;PARIS;OPC;RAIFF;U571;22.43;31/12/2019;288.23;6465.3
FR0007390174;PARIS;OPC;CM-CIC;U579;204.52;31/12/2019;30.42;6221.55
FR0007062567;PARIS;OPC;AXAIM;U579;24.43;31/12/2019;466.92;11407.16
FR0000299356;PARIS;OPC;LAZAR;U579;114.04;31/12/2019;202.32;23072.57
LU0080749848;PARIS;OPC;FILFU;U579;144.12;31/12/2019;12.76;1838.99
LU0592650831;PARIS;OPC;FRANKT;U579;515.6;31/12/2019;22.01;11348.37
FR0011594134;PARIS;OPC;BNPPAM;C295;2045.73;31/12/2019;33.25;68020.5
LU0043850808;PARIS;OPC;HPBL;C295;3300.51;31/12/2019;58.23;192188.82
LU0086913042;PARIS;OPC;BNPPIP;C295;1.63;31/12/2019;151.12;246.99
FR0007078589;PARIS;OPC;SYCOMO;C639;14705.3;31/12/2019;137.88;2027567.3
FR0010452037;PARIS;OPC;INVEST;C639;353.36;31/12/2019;1484.55;524577.96
FR0010651224;PARIS;OPC;BDLCAM;C639;17.8;31/12/2019;2920.8;51976.75
FR0010601971;PARIS;OPC;HMG;C639;491.5;31/12/2019;210.3;103362.46
LU0128470845;PARIS;OPC;PICTET;C639;195.92;31/12/2019;204.72;40108.96
FR0007076930;PARIS;OPC;DNCA;C639;1508.17;31/12/2019;361.56;545293.47
FRPIERREPRIV;PARIS;SCP;LAFREM;C639;387.54;31/12/2019;788.56;305600.37
FR0011707488;PARIS;OPC;SYCOMO;C639;20.21;31/12/2019;4961.43;100291
FR0010097642;PARIS;OPC;CPRASM;C639;2302.09;31/12/2019;89.96;207096.14
FR0000422859;PARIS;OPC;FINARB;C639;90.52;31/12/2019;676.53;61240.58
LU1161527038;PARIS;OPC;EDROED;C639;1025.38;31/12/2019;219.55;225121.65
LU1730854608;PARIS;OPC;EDROAS;C639;13.86;31/12/2019;446.93;6196.68
FR0010119917;PARIS;OPC;LAZAR;C639;22.25;31/12/2019;1428.8;31793.07
FR0011554294;PARIS;OPF;ALIENO;C639;431.84;31/12/2019;121.7;52555
FR0013300688;PARIS;OPF;ODDOBH;C639;1555.35;31/12/2019;103.19;160496.41
FR0010174144;PARIS;OPC;BDLCAM;C639;427.03;27/12/2019;165.46;70657.14
FR0013442274;PARIS;EMT;CRSUAG;C639;130.94;31/12/2019;994.6;130231.22
FR0010014480;PARIS;OPC;OFI;C639;70.38;31/12/2019;326.36;22968.1
FR0007043781;PARIS;OPC;OFI;C639;36.21;31/12/2019;443.06;16042.06
FR0013072097;PARIS;OPC;INOCGE;C642;790.18;31/12/2019;144.81;114426.35
FR0011640887;PARIS;OPC;ERAGES;C642;1880.15;31/12/2019;191.78;360575.48
FR0010591123;PARIS;OPC;MONTB;C642;18059.37;31/12/2019;9.31;168132.77
FR0011608421;PARIS;OPC;TOCQU;C642;21948.88;31/12/2019;16.21;355791.42
LU1160365091;PARIS;OPC;EDROAS;C642;296.42;31/12/2019;370.33;109773.45
XS2028018385;PARIS;EMT;CRSUAG;C642;890.93;31/12/2019;1005.67;895976.63
FR0010554303;PARIS;OPC;MANDAR;C642;370.56;31/12/2019;506.12;187546.57
LU0080749848;PARIS;OPC;FILFU;C642;72710.35;31/12/2019;12.76;927784.02
FR0013397049;PARIS;OPF;SUNNNY;C642;3886.85;31/12/2019;102.67;399063.25
FR0010330902;PARIS;OPC;ECHIQ;C642;252.76;31/12/2019;318.59;80525.36
FR0013219243;PARIS;OPC;EDROAS;C642;407.63;31/12/2019;102;41577.93
LU0474966248;PARIS;OPC;PIASMA;C642;89.72;31/12/2019;249.76;22407.24
FR0012316180;PARIS;OPC;DNCA;C642;594.27;31/12/2019;115.05;68370.9
FR0011556828;PARIS;OPC;AMUNDI;C642;110.06;31/12/2019;746.2;82126.62
FR0013359114;PARIS;EMT;SGIKSI;C642;113.9;31/12/2019;1023.3;116551.7
LU1458428163;PARIS;OPC;BNPPIP;C642;43.81;31/12/2019;116.24;5091.93
FRSG000109A6;PARIS;EMT;SGINVB;C642;180.24;31/12/2019;973;175374.78
LU1377382368;PARIS;ETF;BNPAML;C642;51.35;31/12/2019;189.07;9709.03
FR0013401890;PARIS;EMT;NATIIM;C642;445.14;31/12/2019;1079.41;480485
LU0909060385;PARIS;OPC;FRANKT;C642;2259.76;31/12/2019;11.31;25557.93
LU0272941971;PARIS;OPC;AMUNDI;C642;69.17;31/12/2019;100.35;6941.65
LU1951225553;PARIS;OPC;NATIIM;C642;50.06;31/12/2019;117.74;5894.23
FR0013368859;PARIS;EMT;SGDSIS;C642;6.73;31/12/2019;1059.2;7124.31
FR0010537423;PARIS;OPC;ROTCIE;C676;616.06;31/12/2019;158.6;97706.34
FR0011668730;PARIS;OPC;AMILTO;C676;390.77;31/12/2019;122.01;47678.45
FR0010915454;PARIS;OPC;UZESGE;C676;24.96;31/12/2019;101.03;2521.87
FR0010541813;PARIS;OPC;GEST21;C676;15.28;31/12/2019;148.96;2276.66
FR0010983924;PARIS;OPC;EDRAM;C676;39.94;31/12/2019;171.86;6864.37
FR0013393329;PARIS;OPC;H20;C678;2442.36;31/12/2019;131.69;321634.39
LU0922334643;PARIS;OPC;FILLSA;C678;554.33;31/12/2019;17.88;9911.5
FR0011885797;PARIS;OPC;ROAME;C678;46.57;31/12/2019;156.3;7279.66
FR0000424319;PARIS;OPC;SGAM;C678;573.63;31/12/2019;278.21;159590.96
FR0010209916;PARIS;OPC;BNPPAM;C678;3.67;31/12/2019;23240.31;85349.95
FR0000008674;PARIS;OPC;FIDELI;C678;937.83;31/12/2019;59.84;56119.7
FR0010286013;PARIS;OPC;AMIRAL;C690;1410.98;31/12/2019;452.26;638127.57
FRSG00010J13;PARIS;EMT;SGINVB;C690;262.46;31/12/2019;1002.7;263167.24
LU0115098948;PARIS;OPC;JPMORG;C690;555.09;31/12/2019;142.9;79322.22
LU1012219207;PARIS;OPC;LAFAIS;C690;23.89;31/12/2019;1054.38;25190.36
FR0011640986;PARIS;OPC;INOCAP;C690;152.03;31/12/2019;179.84;27341.74
LU0146864797;PARIS;OPC;DWSIS;C690;16.93;31/12/2019;297.65;5039.22
FR0010434019;PARIS;OPC;ECHIQ;C690;18.03;31/12/2019;877.75;15824.7
LU0227384020;PARIS;OPC;NORIF;C690;4189.83;31/12/2019;17.1;71646.05
LU1670710075;PARIS;OPC;MGI;C690;3869.02;31/12/2019;10.93;42288.42
FR0010501312;PARIS;OPC;LAFINT;C690;906.47;31/12/2019;14.39;13044.15
FR0010149120;PARIS;OPC;CARM;C690;64.3;31/12/2019;1759.39;113131.93
FR0010871830;PARIS;OPC;MONAM;C690;339.97;31/12/2019;143.97;48945.4
FR0000980369;PARIS;OPC;PLATIN;C690;3.41;31/12/2019;158.52;540.52
FR0010147603;PARIS;OPC;CARM;C778;1310.08;31/12/2019;234.46;307161.78
LU1670724373;PARIS;OPC;MGLUSA;C778;132887.2;31/12/2019;10.49;1393986.77
FR0010458745;PARIS;OPC;AMUNDI;P644;18.32;31/12/2019;166.48;3049.51
LU0265293521;PARIS;OPC;BNPPIP;P644;8.08;31/12/2019;143.45;1159.59
LU0119124781;PARIS;OPC;FIDELI;P644;105.36;31/12/2019;71.84;7568.97
LU0164882085;PARIS;OPC;HPBL;S296;8.43;30/12/2019;74.45;627.64
LU0823421689;PARIS;OPC;BNPPIP;S296;1.37;31/12/2019;1168.62;1595.49
LU1103296015;PARIS;OPC;EDROAS;S643;221.69;31/12/2019;141.56;31382.45
FR0013393188;PARIS;OPC;H20;S645;2258.06;31/12/2019;106.93;241454.8
LU1160365091;PARIS;OPC;EDROAS;S645;24.87;31/12/2019;370.33;9211.07
FR0010058008;PARIS;OPC;DNCA;S645;1076.47;31/12/2019;244.34;263024.91
FR0000008674;PARIS;OPC;FIDELI;S645;1136.26;31/12/2019;59.84;67993.99
LU0261952419;PARIS;OPC;FIDELI;S645;327.71;31/12/2019;33.08;10840.51
FR0010041822;PARIS;OPC;EDRAM;S645;80.37;31/12/2019;226.58;18209.86
LU0251809090;PARIS;OPC;BNPPIP;S645;41.17;31/12/2019;42.55;1751.62
LU0227384020;PARIS;OPC;NORIF;S679;3949.5;31/12/2019;17.1;67536.5
FR0010117093;PARIS;OPC;SYCOMO;S679;34.16;31/12/2019;403.25;13776.99
FR0010560664;PARIS;OPC;FOURPO;S679;140.02;31/12/2019;145.52;20376.34
FR0011585520;PARIS;OPC;EIFFIG;S679;9.49;31/12/2019;223.14;2116.7
LU1876460905;PARIS;OPC;AXIOM;S679;7.17;31/12/2019;1850.62;13262.32
FR0007046123;PARIS;OPC;FUNDQS;S777;19626.87;31/12/2019;219.73;4312611.39
LU0260870661;PARIS;OPC;FRANKT;U560;549.97;31/12/2019;26.78;14728.28
FR0010209916;PARIS;OPC;BNPPAM;U560;60.52;31/12/2019;23240.31;1406448.76
FR0013266418;PARIS;EMT;BNPIBV;U560;1436.67;31/12/2019;1119.9;1608927.53
LU0080749848;PARIS;OPC;FILFU;U560;4169.21;31/12/2019;12.76;53199.18
FR0011271550;PARIS;OPC;KERF;U560;107.29;31/12/2019;234.97;25209.02
FR0010147603;PARIS;OPC;CARM;U560;14.83;31/12/2019;234.46;3478.1
FRRIVOLAVPAT;PARIS;SCP;AMUIMM;U569;932.48;31/12/2019;260.64;243040.53
FR0011530948;PARIS;OPC;TIKEHA;U570;235.48;31/12/2019;662.98;156120.77
FR0010859769;BOURSE DE PARIS;OPC;ECHIQ;U571;12.94;31/12/2019;286.47;3706.61
FR0007085691;PARIS;OPC;SANSO;U571;0.08;31/12/2019;1733.07;147.13
FR0000972655;PARIS;OPC;AMUNDI;U579;31.6;31/12/2019;206.97;6539.77
FR0010149179;PARIS;OPC;CARM;U579;108.17;31/12/2019;368.02;39808.54
FR0010611293;PARIS;OPC;ECHIQ;U579;51.32;31/12/2019;1626.86;83493.32
FR0011845650;PARIS;OPC;TAILOR;U579;83.63;31/12/2019;120.27;10057.61
LU0261946445;PARIS;OPC;FILFU;U579;584.83;31/12/2019;30.98;18118.16
FRIMMORENTE1;PARIS;SCP;SOFIDY;C639;4510.31;31/12/2019;279.88;1262346.13
FR0010086520;PARIS;OPC;FINCHA;C639;883.51;31/12/2019;98.9;87378.74
FR0011261197;PARIS;OPC;ROTHS;C639;334.37;31/12/2019;2118.68;708428.38
FR0013393329;PARIS;OPC;H20;C639;20580.08;31/12/2019;131.69;2710190.35
FR0011513563;PARIS;OPI;BNPPBR;C639;10184.51;31/12/2019;127.18;1295265.37
LU0260869739;PARIS;OPC;FRANKF;C639;8535.05;31/12/2019;17.45;148936.61
FR0013371929;PARIS;EMT;NATIST;C639;242.01;31/12/2019;1024.07;247835.49
FR0013403599;PARIS;SCI;ATREAM;C639;24990.72;26/12/2019;99.11;2476830.22
LU0146864797;PARIS;OPC;DWSIS;C639;36.97;31/12/2019;297.65;11004.62
FRRIVOLAVPAT;PARIS;SCP;AMUIMM;C639;1964.29;31/12/2019;260.64;511971.36
FR0011032754;PARIS;OPC;INVEST;C639;454.73;31/12/2019;1332.98;606145.9
LU1864504425;PARIS;OPC;ODDO A;C639;756.76;31/12/2019;56.25;42567.75
LU0093503141;PARIS;OPC;BLACK;C639;46.18;31/12/2019;27.99;1292.5
LU1093756242;PARIS;OPC;FRKALT;C639;2551.19;31/12/2019;10.48;26736.47
XS1840267162;PARIS;EMT;GOLDSI;C639;70.42;31/12/2019;965.3;67979.34
FR0013443066;PARIS;EMT;BNPIBV;C639;343.3;31/12/2019;1039.4;356827.9
LU0048579097;PARIS;OPC;FIDELI;C639;90776.33;31/12/2019;14.1;1279946.29
XS2028018385;PARIS;EMT;CRSUAG;C639;83.54;31/12/2019;1005.67;84009.03
FR0007052782;PARIS;ETF;LYXOR;C639;2012.63;31/12/2019;58.44;117617.81
LU0347711466;PARIS;OPC;BNPPIP;C639;416.5;31/12/2019;222.67;92742.6
FR0010041822;PARIS;OPC;EDRAM;C639;152.25;31/12/2019;226.58;34497.93
FR0013393329;PARIS;OPC;H20;C642;51380.72;31/12/2019;131.69;6766327.18
FR0010148981;PARIS;OPC;CARM;C642;555.73;31/12/2019;1291.67;717822.13
FR0010298596;PARIS;OPC;MONAM;C642;9301.53;31/12/2019;292.93;2724697.27
FR0011707488;PARIS;OPC;SYCOMO;C642;40.19;31/12/2019;4961.43;199411.37
LU0069452877;PARIS;OPC;FIDELI;C642;65305.34;31/12/2019;9.14;596890.8
FR0010434019;PARIS;OPC;ECHIQ;C642;445.28;31/12/2019;877.75;390847.72
LU1103296015;PARIS;OPC;EDROAS;C642;227.49;31/12/2019;141.56;32203.06
FR0007390174;PARIS;OPC;CM-CIC;C642;6818.03;31/12/2019;30.42;207404.62
FR0010117093;PARIS;OPC;SYCOMO;C642;181.74;31/12/2019;403.25;73285.12
LU0115098948;PARIS;OPC;JPMORG;C642;4967.35;31/12/2019;142.9;709833.84
LU1100076808;PARIS;OPC;ROUASS;C642;199.95;31/12/2019;313.11;62605.92
FR0000286072;PARIS;OPC;MONTPE;C642;93.36;31/12/2019;296.73;27703.19
LU0110060430;PARIS;OPC;FIDELI;C642;5370.97;31/12/2019;10.04;53924.57
FR0013443066;PARIS;EMT;BNPIBV;C642;558.96;31/12/2019;1039.4;580983.11
LU0641745681;PARIS;OPC;DNCA;C642;1499.35;31/12/2019;108.64;162889.69
LU0184634821;PARIS;OPC;AXAFUN;C642;337.92;31/12/2019;180.92;61136.26
LU0261948904;PARIS;OPC;FILLSA;C642;934.24;31/12/2019;18.35;17143.22
FR0010773598;PARIS;OPC;EDRAM;C642;10.8;31/12/2019;100.06;1080.18
FR0013284882;PARIS;EMT;ROAME;C642;183.96;31/12/2019;1090.6;200623.44
FR0010174144;PARIS;OPC;BDLCAM;C642;582.44;27/12/2019;165.46;96371.26
LU0115143082;PARIS;OPC;INV MA;C642;283.16;31/12/2019;110.37;31251.89
FR0011645621;PARIS;OPC;DORVAL;C642;604.67;31/12/2019;184.55;111591.77
FR0010107953;PARIS;OPC;LA FRA;C642;18.65;31/12/2019;498.34;9292.22
LU0086913042;PARIS;OPC;BNPPIP;C642;37.4;31/12/2019;151.12;5651.32
LU1379104208;PARIS;OPC;CLARES;C642;279.35;31/12/2019;168.52;47075.52
XS1800082924;PARIS;EMT;CRSLB;C642;23.96;31/12/2019;963.6;23088.96
LU0823403356;PARIS;OPC;BNPPIP;C642;32.2;31/12/2019;133.11;4286.47
FR0010286013;PARIS;OPC;AMIRAL;C676;3103.57;31/12/2019;452.26;1403622.38
FR0010923375;PARIS;OPC;H20;C676;2278.34;31/12/2019;523.99;1193828.46
LU1103305709;PARIS;OPC;EDROAS;C676;552.49;31/12/2019;322.48;178168.26
LU0823380802;PARIS;OPC;BNPPIP;C676;58.67;31/12/2019;212.85;12487.34
FR0010557967;PARIS;OPC;DORVAL;C676;770.14;31/12/2019;139.48;107419.44
FR0010501312;PARIS;OPC;LAFINT;C676;3741.98;31/12/2019;14.39;53847.03
LU0303816887;PARIS;OPC;FIDELI;C678;1068.45;31/12/2019;17.92;19146.59
FR0010859769;BOURSE DE PARIS;OPC;ECHIQ;C690;312.48;31/12/2019;286.47;89516.91
FR0010298596;PARIS;OPC;MONAM;C690;1147.99;31/12/2019;292.93;336281.89
FR0013488020;PARIS;SCI;LAFAM;C690;736.8;27/12/2019;282.25;207962.93
FR0011170182;PARIS;OPC;OFI;C690;3.07;31/12/2019;726.52;2227.42
IE00B3ZW0K18;PARIS;ETF;ISHARE;C690;96.29;31/12/2019;71;6836.41
FR0010233726;PARIS;OPC;GENERA;C690;7.92;31/12/2019;3517.88;27856.2
FR0010878124;PARIS;OPC;ERAGES;C690;51.18;31/12/2019;207.61;10626.2
LU1160356009;PARIS;OPC;EDROAS;C690;10;31/12/2019;1132.09;11325.12
FR0012739431;PARIS;ETF;THEAM;C690;49.5;31/12/2019;10.21;505.44
FR0010983924;PARIS;OPC;EDRAM;C690;116.44;31/12/2019;171.86;20011.35
FR0013216728;PARIS;OPC;FINCIT;C690;1.29;31/12/2019;1140.43;1465.67
LU0188151921;PARIS;OPC;FRANKT;C690;452.04;31/12/2019;21.22;9592.38
FR0010321802;PARIS;OPC;ECHIQ;C778;323.49;31/12/2019;1827.05;591037.4
FR0010148999;PARIS;OPC;CARM;C778;296.66;31/12/2019;234.63;69606.29
LU0930020168;PARIS;OPC;BNPPIP;C778;17.27;31/12/2019;146.21;2525.3
FR0007051040;PARIS;OPC;DNCA;C971;25.71;31/12/2019;387.49;9963.28
FR0010225052;PARIS;OPC;FINPLA;C971;22.7;31/12/2019;111.13;2522.37
FR0010983924;PARIS;OPC;EDRAM;F657;1.03;31/12/2019;171.86;177.03
LU0956005226;PARIS;OPC;BNPAML;F657;6.17;31/12/2019;119.96;740.46
FR0010137166;PARIS;OPC;BNPPAM;F659;202.81;31/12/2019;246.16;49924.41
FR0010148981;PARIS;OPC;CARM;F758;19.25;31/12/2019;1291.67;24861.05
FR0010191197;PARIS;OPC;CQUAMF;P644;228550.62;31/12/2019;15.68;3583673.78
LU1829334579;PARIS;OPC;TIKEHA;P644;1915.62;31/12/2019;10.62;20343.89
FR0010505578;PARIS;OPC;EDRAM;S643;10.48;31/12/2019;441.66;4627.01
FR0010041822;PARIS;OPC;EDRAM;S643;79.89;31/12/2019;226.58;18101.64
LU0119124781;PARIS;OPC;FIDELI;S645;550.45;31/12/2019;71.84;39544.15
FR0011585520;PARIS;OPC;EIFFIG;S645;419.87;31/12/2019;223.14;93689.8
FR0000994667;PARIS;OPC;CQUAMF;S645;116195.66;31/12/2019;26.88;3123339.34
LU0187076913;PARIS;OPC;ROBL;S645;124.19;31/12/2019;214.97;26696.67
FR0010541557;PARIS;OPC;ROTCIE;S645;98.87;31/12/2019;164.45;16259.35
LU0189847766;PARIS;OPC;AXA;S645;1.1;31/12/2019;414.3;455.46
FR0000994667;PARIS;OPC;CQUAMF;S677;314.36;31/12/2019;26.88;8450.03
LU0111809579;PARIS;OPC;BNPPIP;S677;0;04/12/2015;79.14;0
FR0000994667;PARIS;OPC;CQUAMF;S679;1279.18;31/12/2019;26.88;34384.45
FR0010209916;PARIS;OPC;BNPPAM;S679;1.67;31/12/2019;23240.31;38754.45
FR0000292278;PARIS;OPC;COMGES;S679;591.08;31/12/2019;24.91;14723.73
LU0069450822;PARIS;OPC;FIDELI;S679;2331.95;31/12/2019;9.91;23109.66
LU0490786174;PARIS;OPC;HENMAN;S679;1681.64;31/12/2019;6.91;11620.12
FR0010149203;PARIS;OPC;CARM;S777;400.31;31/12/2019;188.73;75550.16
FRMULTIMMOB2;PARIS;SCP;LAFAM;U560;1729.83;31/12/2019;715.6;1237864.34
LU0208853860;PARIS;OPC;JPMORG;U560;502.34;31/12/2019;13.56;6811.72
XS1793707271;PARIS;EMT;BNPIBV;U560;392.98;31/12/2019;1066;418913.49
FR0000988503;PARIS;OPC;SGG;U560;99.6;31/12/2019;575.84;57351.83
FR0000991390;PARIS;OPC;LAFAM;U560;1.5;31/12/2019;86187.61;129563.42
LU0334663233;PARIS;OPC;SCHRO;U560;39.85;31/12/2019;211.24;8417.87
FR0000989410;PARIS;OPC;RICHEL;U560;6.95;31/12/2019;174.84;1214.67
FR0012316180;PARIS;OPC;DNCA;U560;884.47;31/12/2019;115.05;101758.1
FR0010312660;PARIS;OPC;CARM;U569;111.8;31/12/2019;185.84;20777.83
LU1103303167;PARIS;OPC;EDROAS;U570;597.47;31/12/2019;231.8;138494.42
FR0000980427;PARIS;OPC;KERF;U570;15.16;31/12/2019;2042.41;30969.55
LU0171289571;PARIS;OPC;BLACK;U570;297.21;31/12/2019;63.87;18982.71
LU0563303998;PARIS;OPC;LOMBAR;U570;4245.54;31/12/2019;13.74;58333.71
LU0294218382;LUXEMBOURG;OPC;FRANKT;U570;1003.36;31/12/2019;27.1;27190.99
FR0010321802;PARIS;OPC;ECHIQ;U572;0.82;31/12/2019;1827.05;1505.66
FR0013114121;PARIS;OPC;FICESA;U573;654.8;31/12/2019;99.82;65362.03
FR0013420270;PARIS;EMT;BNPIBV;U579;372.57;31/12/2019;988.5;368284.98
FR0010513523;PARIS;OPC;ROTCIE;U579;40.83;31/12/2019;1042.06;42550.36
FR0000989410;PARIS;OPC;RICHEL;U579;52.47;31/12/2019;174.84;9173.05
LU0066794719;PARIS;OPC;BNPAML;C295;150.16;31/12/2019;865.2;129922.74
LU0156331158;PARIS;OPC;HPBL;C295;65.22;31/12/2019;38.86;2534.54
FR0010923367;PARIS;OPC;H20;C639;19007.81;31/12/2019;189.68;3605401.18
FR0010298596;PARIS;OPC;MONAM;C639;5826.44;31/12/2019;292.93;1706738.76
FR0012352524;PARIS;OPC;KERF;C639;3246.04;31/12/2019;120.61;391505.09
FR0012815876;PARIS;OPC;ECHIQ;C639;12.92;31/12/2019;1033.96;13361.1
FR0010807107;PARIS;OPC;ROTCIE;C639;2950.4;31/12/2019;152.91;451145.81
FRCONVIMMOBI;PARIS;SCI;SOFIDY;C639;10728.15;27/12/2019;114.45;1227836.38
LU0272941971;PARIS;OPC;AMUNDI;C639;0;31/12/2019;100.35;0.07
FR0011558246;PARIS;OPC;ECHIQ;C639;488.86;31/12/2019;230.97;112911.48
FR0013428224;PARIS;EMT;BNPIBV;C639;347.7;31/12/2019;1053.4;366262.52
FR0010342055;PARIS;OPC;FLORN;C639;93.85;31/12/2019;119.1;11177.64
LU0599612842;PARIS;ETF;OSSIAM;C639;1380.41;31/12/2019;194.72;268793.67
FR0011845650;PARIS;OPC;TAILOR;C639;127.65;31/12/2019;120.27;15352.1
FR0013186319;PARIS;OPC;PORGES;C639;105.32;31/12/2019;108.41;11418.27
FR0013393295;PARIS;OPC;H20;C642;18324.02;31/12/2019;111.53;2043678.31
FR0013288917;PARIS;EMT;MORGST;C642;60.4;31/12/2019;1015.4;61335.13
FR0010923359;PARIS;OPC;H20;C642;11278.43;31/12/2019;147.91;1668193.23
LU0340555134;PARIS;OPC;PICTET;C642;3096.58;31/12/2019;308.86;956409.89
LU1526313249;PARIS;OPC;DNFILU;C642;221.72;31/12/2019;97.84;21693.45
XS1955912966;PARIS;EMT;CRSUIS;C642;272.3;31/12/2019;978.4;266418.33
FR0007076930;PARIS;OPC;DNCA;C642;1988.64;31/12/2019;361.56;719012.64
LU1864504425;PARIS;OPC;ODDO A;C642;1806.5;31/12/2019;56.25;101615.9
FR0013237849;PARIS;EMT;SGCIB;C642;155.78;31/12/2019;1139.3;177479.04
FR0010149179;PARIS;OPC;CARM;C642;1092.36;31/12/2019;368.02;402008.51
FR0011584390;PARIS;OPC;JOLOIN;C642;40.28;31/12/2019;958.93;38629.73
FR0000989410;PARIS;OPC;RICHEL;C642;1198.72;31/12/2019;174.84;209583.68
FR0011365642;PARIS;OPC;SUNNNY;C642;509.21;31/12/2019;99.39;50610.24
FR0012020675;PARIS;OPF;LAFAM;C642;476.06;31/12/2019;115.62;55041.79
FR0010149120;PARIS;OPC;CARM;C642;159.66;31/12/2019;1759.39;280911.2
LU0265293521;PARIS;OPC;BNPPIP;C642;218.86;31/12/2019;143.45;31395.53
FR0013328283;PARIS;EMT;NATIST;C642;72.9;31/12/2019;993.38;72413.61
FR0010458745;PARIS;OPC;AMUNDI;C642;1143.99;31/12/2019;166.48;190451.13
FR0000097495;PARIS;OPC;AVIVAI;C642;777.35;31/12/2019;125.96;97914.42
