DateValorisation;AliasPortefeuille;CodeValeur;PlaceCotationValeur;QuantitStock;ValeurBoursi;Gestionnaire;LibellGroupePortefeuille;LibellLongPortefeuille;LibellSteGstion;LibellLongGstion
31/12/2019;EPPPH;XS1722898431;13;5000000;5082850;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;LU1681041627;730;28700;3170893.67;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;PTOTEWOE0017;186;14000000;16718800;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;ES0000012B39;186;15000000;16312500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1791704189;186;4000000;4110000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;LU1694789378;730;30000;3129900;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013321536;186;1300000;1361490;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011847409;730;5400;8850870;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;ES0000012A89;186;39500000;43102400;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;LU1370927862;730;30000000;30000000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013245180;730;13141.4747;6087525.33;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013257524;186;97000000;124790500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1562623584;186;5000000;5363000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013186038;730;135;611167.95;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1550988643;186;5000000;6016500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1515222468;186;2250000;2532150;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1505884723;186;2030000;2086840;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1505896735;186;1850000;1961925;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1505554771;186;3600000;3966840;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013213303;186;2900000;3126780;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013140753;730;150;1010085;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1458408561;186;3000000;3195600;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013183571;186;2000000;1596000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1428773763;186;11000000;13142800;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;BE0000340498;186;16400000;22568040;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013154028;25;11000000;13697200;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0013152907;186;1300000;1522430;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;BE6285457519;186;10000000;12165000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;ES00000128C6;186;50200000;68628420;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;BE0000338476;186;13000000;15421900;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;PTOTESOE0013;186;10000000;10702000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;IE00BV8C9186;186;14800000;18895160;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1196503137;186;5000000;5427000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1195201931;186;7870000;8039205;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;USP82290AG51;186;4000000;3716218.62;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0955024236;186;5000000;4843777.82;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;LU1100076550;730;15600;2293824;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1167667283;186;5000000;5144000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;USP9047EAA66;186;4000000;3651771.41;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;USP13296AL53;186;4000000;3687021.54;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;USP30179AM09;186;4000000;3823393.27;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0012380632;25;1500;13580790;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0012188456;25;2000000;1404000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011617802;730;150;627586.5;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011531300;730;13500;13500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011531284;730;13365;1418427.45;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1064799841;186;4600000;4375609.76;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;USN8370TAA45;186;6000000;5744596.76;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0012000859;730;19700;19571753;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011678044;730;4641.9827;5197628.03;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1054418600;186;16000000;19478400;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011693167;730;1246.2074;7354966.53;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0991743401;186;5000000;4743190.32;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0897453493;186;4000000;3726188.36;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS1030900242;186;10700000;12578920;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;ES00000124H4;186;46200000;85437660;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;SK4120009762;186;19050000;24993600;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0988446786;186;4139050;5593884.68;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011528900;730;4500;6694920;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0993148856;186;5000000;5856500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0975634204;186;14500000;19791050;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;US279158AC30;194;4000000;3951860.42;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0970852348;186;5000000;5978500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;ES00000124C5;186;5600000;7916720;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011421692;730;201.055;19428117.56;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011409861;730;20000;12594200;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0916766057;186;10000000;10825000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011461037;25;81600000;128128320;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;SK4120008673;186;5000000;7306000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;IE00B4S3JD47;186;5000000;5697000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;USP58073AA84;186;4000000;3676695.75;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;USP09252AC47;186;4000000;3767491.54;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0875343757;186;3000000;3345600;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0874864860;186;6000000;6717600;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0866310088;186;6000000;7440600;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;US803865AA25;186;4000000;3679366.21;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0848530977;186;1700000;1601637.88;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0831371264;186;4000000;3696279.15;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0848436365;186;4000000;3706248.89;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0835890350;186;1000000;1130800;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011317783;186;70000000;85638000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010943514;730;162030.7289;17904395.54;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;BE0000326356;186;30000000;43572000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011160597;730;6809.3075;8360195.38;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0716979595;186;2000000;2238400;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011089143;730;185185.1852;23753703.71;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0000187635;186;100000000;169380000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0011003672;25;5000000;5530904.23;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010975730;25;5000000;6113500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010916924;25;24800000;30672640;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010585901;25;5000000;6413274.91;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0000585564;25;152449;103665.32;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0000571218;186;33500000;50561550;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0000570996;186;19056127;19191425.5;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0000570962;186;15244901.5;15264719.87;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0229097547;38;1000000;1041500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0228191606;13;7000000;7081550;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;SK4120007543;186;25500000;32109600;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010371401;186;52000000;84063200;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0551313686;186;1500000;1387306.39;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;USG3925DAA84;194;2000000;1844578.96;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;ES00000121S7;186;30200000;51164840;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0526235535;186;3500000;3230194.05;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0520578096;186;15000000;18340500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0516548384;186;5000000;5086000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010891317;186;8000000;10996000;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010819102;730;322860.1614;13476183.14;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0479333311;186;28200000;35785800;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0466670345;186;2500000;2723250;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0458749826;186;4000000;4391600;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;IE00B4TV0D44;186;44400000;57369240;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0458257796;186;3000000;3265500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0454773713;186;4000000;4956800;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0453133950;186;2500000;3549500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0452187916;186;17000000;19305200;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0452314536;186;3200000;3926400;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010800540;186;1000000;1209700;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010692277;730;227720.1079;19964221.86;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010773192;186;33700000;59541160;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;AT0000A0DXC2;186;13000000;17137900;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0427291751;186;2500000;3187500;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010732891;730;200;143854;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0415624716;186;4000000;4320800;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0409749206;186;2000000;2137600;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;XS0350890470;186;4000000;6048400;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0007009808;730;79.07;1815119.69;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010191197;730;480000;7526400;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;EPPPH;FR0010251108;730;4.1;1655403.21;0;PORTEFEUILLES0ISOLES0FORTIS0AS;EPARGNE0PRODUIT0PHARE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
