DateValorisation;AliasPortefeuille;CodeValeur;PlaceCotationValeur;QuantitStock;ValeurBoursi;Gestionnaire;LibellGroupePortefeuille;LibellLongPortefeuille;LibellSteGstion;LibellLongGstion
31/12/2019;PGA;FR0010657601;730;488;63200.88;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010649772;730;1067;154021.45;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0306804302;730;676;9694.99;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010611293;730;2208;3592106.88;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0294249692;730;110;14615.7;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0294221253;730;63789;1118859.06;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0316459139;730;1069;16370.35;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007052782;730;2306;134762.64;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010479485;730;2850;359698.5;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0188151921;730;435;9230.7;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010585281;730;389;43003.95;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010602615;730;281;39011.23;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0293444930;730;1;9.12;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010574426;730;2264.704;214399.53;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010591123;730;32939;306662.09;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010591131;730;64827;813578.85;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010591149;730;41124;391911.72;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;GB0030932676;730;803;30989.14;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010596783;730;316;34567.24;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010594309;730;1477;269936.52;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010591156;730;2038;9843.54;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0201575858;730;211;93903.44;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0326423224;730;171;812.25;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010588335;730;5563;550236.33;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010540385;730;434.632;47322.73;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010513523;730;728;758619.68;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010591172;730;1063.32;23595.07;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010565366;730;892.722;572761.51;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010564245;730;2920.195;330507.67;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0336084032;730;454;541222.48;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0336083497;730;63;92195.46;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010565515;730;36;4597.92;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010588343;730;37034.312;13511598.39;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0260870745;730;2014;48094.32;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010554303;730;1091;552176.92;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0260870661;730;529;14166.62;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010557967;730;6098;850549.04;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0270904781;730;263;65397.58;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010560664;730;6298.0025;916485.32;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010357509;730;1594;314703.42;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0280437673;730;5;777.15;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0255977539;730;1182;739671.96;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0131719634;730;2434;934534.3;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0318931192;730;14261;273668.59;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;LU0115764192;730;949;38852.06;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010549360;730;6548;875336.64;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010563064;730;48;5099.52;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010547869;730;2444;467659.4;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010541813;730;1154;171899.84;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010541821;730;3516;682525.92;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010564351;730;2974.9811;445354.67;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010544791;730;56;24262.56;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010546945;730;57681.3344;1023266.87;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010547067;730;2761.84;646104.85;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010546960;730;1527;90077.73;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010546929;730;63411;1533912.09;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010546903;730;20596;1139370.72;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010547059;730;2618;186035.08;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010137166;730;3309.57;814683.75;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007006911;730;618.07;12565.36;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010147629;730;1760.013;647667.18;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010147637;730;35600.4964;7956710.95;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000985558;730;622;1390885.3;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010147603;730;2384;558952.64;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010308825;730;9968;1664556.32;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010209916;730;1476;34302695.64;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007048996;730;1449;157448.34;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010149120;730;1898;3339322.22;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007495049;730;319;964990.95;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000447807;730;949;93296.19;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010507491;730;551;67194.45;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010321828;730;4041;1187447.85;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000991390;730;2;172375.22;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000292302;730;2083;862986.9;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007062567;730;8;3735.36;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010325605;730;1667;99436.55;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007074695;730;36;10071;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010076232;730;5758;4858427.66;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010306142;730;31716;4978460.52;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010233726;730;8;28143.04;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007075155;730;966.5;76691.77;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007373469;730;447;246404.28;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010487512;730;13304;2041365.76;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010143545;730;2503;2158086.6;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007078811;730;419;250834.35;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010268227;730;950;9747;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010172767;730;206;77565.18;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010147694;730;88386.3196;13466539.65;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010135434;730;14;5362.84;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010113894;730;337;50172.56;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010086520;730;2084.532;206160.21;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010076224;730;3809;3204892.6;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010010876;730;82605;394851.9;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007054572;730;2906;283974.32;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007046792;730;75415;9860511.25;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007001581;730;7485;487123.8;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000990095;730;15702;4973765.52;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000979775;730;87;1900.95;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000284689;730;4814;10947180.42;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010501296;730;6486;110975.46;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010330902;730;1085;345670.15;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010176891;730;143;5017.87;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010117093;730;397;160090.25;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010092197;730;1917;439625.61;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010058628;730;122;273921.72;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000291239;730;49;1092843.57;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000004970;730;635;50819.05;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010376343;730;1;738.01;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010149211;730;10154;2210119.64;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010111732;730;852;440978.16;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010109165;730;4993;982023.24;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010041822;730;2896.8707;656372.96;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007078688;730;165;26489.1;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007012919;730;10695;2882409.45;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000989899;730;97;397992.94;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000989410;730;3509.481;613597.66;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000988180;730;67;57959.02;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000295230;730;15695.1004;2851642.79;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000011074;730;204;15981.36;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007085691;730;57;98784.99;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000170318;730;6;253.56;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010479931;730;163;57786.76;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010330258;730;8;37104.08;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007389002;730;324;170965.08;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000422842;730;74;35522.96;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000438905;730;661.155;167199.49;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007050190;730;48640;5776972.8;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007045737;730;16836.009;3816386.52;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000988503;730;100;57584;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010501312;730;5199;74813.61;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010321810;730;15273.314;6309100.55;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000447039;730;12655;1216602.35;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007009139;730;408;114884.64;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000974149;730;3545;2243311.45;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010376368;730;218;150278.3;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010148999;730;6483;1521106.29;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0007053111;730;2926;287625.8;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0000424319;730;1877;522200.17;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010058529;730;25;30978.75;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010458745;730;1793;298505.81;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010147660;730;175169.7641;26524205.68;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010434019;730;2113.487;1855113.21;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010035592;730;3;5964.03;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010375600;730;486;124532.64;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010262436;730;88;210914.88;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
31/12/2019;PGA;FR0010188383;730;2.023;1280.88;0;PORTEFEUILLE0UC;PRIVILEGE0GESTION0ACTIVE;AGEAS0FRANCE;GESTIONNAIRE0INDEFINI
