LU0912262275;336.52;337.0;advanced condition failed
LU0853555380;29322.83;30389.0;advanced condition failed
FR0011640986;12412.43;12403.0;advanced condition failed
FR0010878124;673.75;673.2709;advanced condition failed
FR0010515601;125.39;126.0;advanced condition failed
FR0011584390;83.99;84.0;advanced condition failed
LU0244270301;1774.88;1776.0;advanced condition failed
LU0251130802;1393.04;1402.06;advanced condition failed
FR0013388022;1078.83;1082000.0;advanced condition failed
IE00B48X4842;139.76;141.0;advanced condition failed
FR0012355139;13278.91;13284.0;advanced condition failed
FR0013318136;22334.91;22353.0;advanced condition failed
FR0007052782;2331.47;2306.0;advanced condition failed
XS2043856025;780.06;783000.0;advanced condition failed
FR0011008762;3299.42;3242.0;advanced condition failed
FR0010109165;4988.96;4993.0;advanced condition failed
LU0272828905;1065.42;1075.0;advanced condition failed
FR0010010876;81036.74;82605.0;advanced condition failed
LU0197230542;6299.44;6288.27;advanced condition failed
FR0013388030;48.4;49000.0;advanced condition failed
FR0000172124;1268.99;1267.02;advanced condition failed
FR0012815876;26.59;27.0;advanced condition failed
FR0011579838;504.64;688000.0;advanced condition failed
FR0013391216;370.55;396000.0;advanced condition failed
FR0007494786;36.5;37.0151;advanced condition failed
FR0013334679;1176.77;932000.0;advanced condition failed
FR0011360700;4127.92;4127.843;advanced condition failed
LU1956157132;26.61;55.0;advanced condition failed
LU1160351208;1831.96;11508.0;advanced condition failed
FR0012020675;3910.62;3268.0;advanced condition failed
FR0011550193;1048.48;993.0;advanced condition failed
LU0090830901;929.5;926.0;advanced condition failed
LU0051759099;205.49;201.0;advanced condition failed
FR0013368859;75.4;76000.0;advanced condition failed
FR0013072097;1656.61;1677.0;advanced condition failed
LU0210532015;2336.97;2434.0;advanced condition failed
GB0008192063;5634.71;5608.86;advanced condition failed
FR0010250134;31934.82;33263.0;advanced condition failed
FR0013309226;192.65;196.0;advanced condition failed
LU0432616737;976.2;982.0;advanced condition failed
FR0013433091;532.88;534000.0;advanced condition failed
FR0007028287;132.72;134.0;advanced condition failed
XS1066538288;336.62;336000.0;advanced condition failed
FR0013259181;12.31;12.512;advanced condition failed
FR0000170391;429.06;434.6;advanced condition failed
LU1920356513;717.62;826.208;advanced condition failed
LU0184634821;390.23;398.07;advanced condition failed
FR0013220977;838.13;840000.0;advanced condition failed
LU0227384020;214176.44;217110.0;advanced condition failed
XS1153372542;1031.01;988000.0;advanced condition failed
FR0011440460;1305.2;17436.0;advanced condition failed
FR0010640029;4075.67;4093.5657;advanced condition failed
LU1670710075;388766.06;434780.53;advanced condition failed
FR0007061882;3.32;3.78;advanced condition failed
XS1925386614;365.67;368000.0;advanced condition failed
FR0013213931;50.95;52.0;advanced condition failed
LU0823410997;86.64;86.0;advanced condition failed
FR0000286072;124.69;126.0;advanced condition failed
FR0007028824;346.31;349.0;advanced condition failed
FR0013184041;232.02;231.0;advanced condition failed
FR0013219243;719.7;717.445;advanced condition failed
LU1956161167;1017.89;1017.554;advanced condition failed
LU1744646933;233.11;232.0;advanced condition failed
FR0010858498;136.95;137.67;advanced condition failed
LU0323243989;4690.96;4682.0;advanced condition failed
LU0401809073;1649.53;1565.0;advanced condition failed
FR0007080155;19924.0;19919.0;advanced condition failed
FR0010148007;247.61;257.0;advanced condition failed
FR0000011074;202.82;204.0;advanced condition failed
FR0010119917;278.72;278.0;advanced condition failed
LU0125951151;889.12;891.0;advanced condition failed
FR0011006865;3.14;5.929;advanced condition failed
LU0099161993;69.36;69.0;advanced condition failed
LU0208853860;3734.72;3741.0;advanced condition failed
LU0414216498;16.61;17.85;advanced condition failed
LU0267929163;200.17;200.0;advanced condition failed
XS2043857189;780.06;783000.0;advanced condition failed
FR0010320366;92.56;92.0;advanced condition failed
FR0010149302;2961.11;4825.168;advanced condition failed
LU0309082799;2062.98;1900.0;advanced condition failed
FR0013386935;92.21;93000.0;advanced condition failed
LU0119124278;381.04;398.8;advanced condition failed
FR0013277571;469.41;473.0;advanced condition failed
FR0011153014;6730.16;6734.0;advanced condition failed
FR0013372778;52.05;52000.0;advanced condition failed
FR0011316710;28.55;31.0;advanced condition failed
FR0011212547;41.45;42.66;advanced condition failed
FR0010107953;18.65;20.0;advanced condition failed
AT0000497268;9.93;10.0;advanced condition failed
LU1103303167;5629.9;6362.18;advanced condition failed
FRMULTIMMOB2;16275.35;16242.0;advanced condition failed
FR0013453859;655.98;551000.0;advanced condition failed
FR0010574426;379.54;2264.704;advanced condition failed
FR0010209916;2236.79;1588.0;advanced condition failed
LU0823380802;3228.75;3232.0;advanced condition failed
LU0340559805;616.39;616.0;advanced condition failed
FR0010565515;85.19;87.55;advanced condition failed
LU0171301533;2036.99;1971.06;advanced condition failed
LU1345484874;22713.42;22733.0;advanced condition failed
LU1082942308;3625.35;3762.36;advanced condition failed
LU0261948227;721.28;723.0;advanced condition failed
FR0013346012;36.21;10000.0;advanced condition failed
FR0013451697;780.07;783000.0;advanced condition failed
FR0010376368;287.48;301.2;advanced condition failed
FR0010541557;488.89;494.0;advanced condition failed
LU0086913042;1388.63;1623.785;advanced condition failed
FR0007076930;10354.07;13690.0;advanced condition failed
LU0599213559;48.83;38.0;advanced condition failed
XS1767879536;2168.36;2174000.0;advanced condition failed
FR0013114121;182082.66;182336.0;advanced condition failed
LU1100076550;40504.81;63037.6;advanced condition failed
FR0000292302;2082.55;2083.0;advanced condition failed
LU0294218382;1221.94;1244.0;advanced condition failed
LU0115141201;506.7;511.0;advanced condition failed
IE00B65D2871;365.2;367.0;advanced condition failed
FR0010619882;2.67;3.0;advanced condition failed
FR0013266418;2882.74;2899000.0;advanced condition failed
LU0164858028;2172.69;2161.0;advanced condition failed
IE0004866889;44.93;45.23;advanced condition failed
FR0013393295;38998.55;44917.0;advanced condition failed
LU0594300096;49052.85;48943.0;advanced condition failed
FR0000098683;0.39;0.36;advanced condition failed
FR0013398500;510.57;514000.0;advanced condition failed
FR0010560664;1511.73;6298.0024;advanced condition failed
FR0007020946;843.3;849.0;advanced condition failed
FR0010097642;6014.16;6020.0;advanced condition failed
LU0170475155;41.95;46.31;advanced condition failed
IE00B84TCG88;7557.63;7540.0;advanced condition failed
FR0010028605;1575.11;1574.0;advanced condition failed
IE0004868604;229.32;232.02;advanced condition failed
LU1992127610;73.31;217.509;advanced condition failed
LU1792143858;126.62;128.0;advanced condition failed
FR0010537423;5692.15;5693.0;advanced condition failed
FR0013281201;15580.19;15594.0;advanced condition failed
LU0823399810;600.05;1609.839;advanced condition failed
XS1955912966;1372.85;1376000.0;advanced condition failed
LU1900068161;111.72;81.0;advanced condition failed
FR0013372380;1462.08;1466000.0;advanced condition failed
FR0013305521;13.34;14.0;advanced condition failed
FR0011010057;196.66;201.0;advanced condition failed
LU1100077442;18565.23;18579.0;advanced condition failed
FR0013346038;58.63;59000.0;advanced condition failed
XS1728078798;2151.76;2158000.0;advanced condition failed
FRSELECTINV1;4368.02;4129.0;advanced condition failed
LU0119205192;12.01;12.0;advanced condition failed
FR0000170516;596.57;606.69;advanced condition failed
FR0010602615;277.37;281.0;advanced condition failed
LU0823421689;640.19;648.947;advanced condition failed
IE00BQ3D6V05;4915.26;4927.0;advanced condition failed
LU1956163379;411.7;3270.897;advanced condition failed
FR0007085808;34.89;35.0;advanced condition failed
FR0007035159;1041.62;1041.0;advanced condition failed
LU1261432659;2809.43;2820.25;advanced condition failed
FR0010014480;70.38;73.0;advanced condition failed
LU0261946445;2627.26;2611.47;advanced condition failed
LU1536921650;322.36;315.0;advanced condition failed
LU0243958393;960.19;961.0;advanced condition failed
FREPFONCIERE;14570.04;14174.0;advanced condition failed
LU1530900684;473.67;478.0;advanced condition failed
LU1744628287;409.07;409.0;advanced condition failed
FR0010983924;2929.44;4833.99;advanced condition failed
